Name,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,Phone,AccountNumber,CurrencyIsoCode,WOD_2__Business_Units__c,WOD_2__Warranty_Account_Type__c,twodcms__Active__c,twodcms__Primary_Email_Id__c,Nvt_DSM__c,Nvt_External_Id__c,Nvt_Region__c,Nvt_Warranty_Dealer_Type__c
"Amazon SAV4 - Pooler, GA",,800 PINE MEADOW DRIVE,POOLER,GA,31322,US,800 PINE MEADOW DRIVE,POOLER,GA,31322,US,,AMZSAV4,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSAV4,Southern,
"Amazon SAV7 - Pooler, GA",,60 Triple-B Trail,Pooler,GA,31407,US,60 Triple-B Trail,Pooler,GA,31407,US,,AMAZON81,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON81,Southern,
"Amazon SAX1 - Irvine, CA",,17871 Von Karman Avenue,Irvine,CA,92614,US,17871 Von Karman Avenue,Irvine,CA,92614,US,,AMAZON76,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON76,Western,
"Amazon SAX2 - Corona, CA",,150 Radio Rd.,Corona,CA,92879,US,150 Radio Rd.,Corona,CA,92879,US,,AMAZON27,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON27,Western,
"Amazon SAX3 - Carson, CA",,333 W. Gardena Blvd.,Carson,CA,90248,US,333 W. Gardena Blvd.,Carson,CA,90248,US,,AMAZON61,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON61,Western,
"Amazon SAX5 - Los Angeles, CA",,3301 MEDFORD STREET,LOS ANGELES,CA,90063,US,3301 MEDFORD STREET,LOS ANGELES,CA,90063,US,,AMZSAX5,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSAX5,Western,
"Amazon SAZ2 - Tolleson, AZ",,10601 West Van Buren St.,Tolleson,AZ,85353,US,10601 West Van Buren St.,Tolleson,AZ,85353,US,,AMAZON85,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON85,Western,
"Amazon SCA2 - Brisbane, CA",,3745 & 3785 BAYSHORE BLVD,BRISBANE,CA,94005-1402,US,3745 & 3785 BAYSHORE BLVD,BRISBANE,CA,94005-1402,US,,AMZSCA2,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSCA2,Western,
"Amazon SCA5 - Sacramento, CA",,7601 Metro Air Parkway,Sacramento,CA,95837,US,7601 Metro Air Parkway,Sacramento,CA,95837,US,,AMAZON50,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON50,Western,
"Amazon SCA7 - San Diego, CA",,717 Harvest Rd. Building A,San Diego,CA,92154,US,717 Harvest Rd. Building A,San Diego,CA,92154,US,,AMAZON78,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON78,Western,
"Amazon SCK4 - Stockton, CA",,6001 S AUSTIN ROAD,STOCKTON,CA,92515,US,6001 S AUSTIN ROAD,STOCKTON,CA,92515,US,,HYS-AMA8,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-AMA8,Western,
"Amazon SCK6 - Tracy, CA",,1500 East Grant Line Rd.,Tracy,CA,95304,US,1500 East Grant Line Rd.,Tracy,CA,95304,US,,AMAZON90,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON90,Western,
"Amazon SCK8 - Oakley, CA",,4700 Wilbur Ave.,Oakley,CA,94561,US,4700 Wilbur Ave.,Oakley,CA,94561,US,,AMAZON88,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON88,Western,
"Amazon SFL6 - Riviera Beach, FL",,1301 PRESIDENT BARACK OBAMA HW,RIVIERA BEACH,FL,33404,US,1301 PRESIDENT BARACK OBAMA HW,RIVIERA BEACH,FL,33404,US,,AMZSFL6,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSFL6,Southern,
"Amazon SFL8 - Orlando, CA",,9775 AIR COMMERCE PARKWAY,ORLANDO,FL,32827,US,9775 AIR COMMERCE PARKWAY,ORLANDO,FL,32827,US,,AMZSFL8,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSFL8,Southern,
"Amazon SGA2 - Lithia Springs, GA",,1707 Blairs Bridge Rd.,Lithia Springs,GA,30122,US,1707 Blairs Bridge Rd.,Lithia Springs,GA,30122,US,,HYS-AM19,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-AM19,Southern,
"Amazon SHV1 - Shreveport, LA",,1625 Corporate Dr.,Shreveport,LA,71107,US,1625 Corporate Dr.,Shreveport,LA,71107,US,,AMAZON97,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON97,Southern,
"Amazon SJC7 - Tracy, CA",,188 S Mountain House Pkwy,Tracy,CA,95377,US,188 S Mountain House Pkwy,Tracy,CA,95377,US,,AMAZON36,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON36,Western,
"Amazon SJC7 - Tracy, CA",,200 S. International Pkwy,Tracy,CA,95377,US,200 S. International Pkwy,Tracy,CA,95377,US,,AMAZON65,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON65,Western,
"Amazon SMA1 - Westborough, MA",,64 OTIS STREET,WESTBOROUGH,MA,1581,US,64 OTIS STREET,WESTBOROUGH,MA,1581,US,,AMZSMA1,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSMA1,Eastern,
"Amazon SNC3 - Durham, NC",,125 National Way,Durham,NC,27703,US,125 National Way,Durham,NC,27703,US,,AMAZON62,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON62,Southern,
"Amazon SNJ1 - Woodland Park, NJ",,1150 McBride Ave,Woodland Park,NJ,7424,US,1150 McBride Ave,Woodland Park,NJ,7424,US,,AMAZON83,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON83,Eastern,
"Amazon SNJ3 - Burlington, NJ",,1798 North Route 130,Burlington,NJ,8016,US,1798 North Route 130,Burlington,NJ,8016,US,,AMAZON69,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON69,Eastern,
"Amazon SNV1 - Las Vegas, NV",,7970 S. Valley View Blvd. Suite 130,Las Vegas,NV,89139,US,7970 S. Valley View Blvd. Suite 130,Las Vegas,NV,89139,US,,AMAZON34,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON34,Western,
"Amazon SNY2 - Bronx, NY",,2505 BRUCKNER BLVD,BRONX,NY,10465,US,2505 BRUCKNER BLVD,BRONX,NY,10465,US,,AMZSNY2,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSNY2,Eastern,
"Amazon SNY5- - Melville, NY",,90 Ruland Rd.,Melville,NY,11747,US,90 Ruland Rd.,Melville,NY,11747,US,,AMAZON82,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON82,Eastern,
"Amazon SOH3 - Lockbourne, OH",,6322 Collings Dr.,Lockbourne,OH,43137,US,6322 Collings Dr.,Lockbourne,OH,43137,US,,AMAZON55,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON55,Midwest,
"Amazon SOR3 - Portland, OR",,515 N. Schmeer Rd.,Portland,OR,97217-7505,US,515 N. Schmeer Rd.,Portland,OR,97217-7505,US,,AMAZON16,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON16,Western,
"Amazon STL9 - Berkley, MO",,8850 SPRINGFIELD AVE,BERKELEY,MO,63134,US,8850 SPRINGFIELD AVE,BERKELEY,MO,63134,US,,HYS-AM10,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-AM10,Midwest,
"Amazon STX4 - Pasadena, TX",,10611 RED BLUFF ROAD,PASADENA,TX,77505,US,10611 RED BLUFF ROAD,PASADENA,TX,77505,US,,HYS-AM14,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-AM14,Southern,
"Amazon STX5 - Houston, TX",,5215 Campbell Rd,Houston,TX,77041,US,5215 Campbell Rd,Houston,TX,77041,US,,AMAZON15,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON15,Southern,
"Amazon STX6 - Pflugerville, TX",,18625 Schultz Ln.,Pflugerville,TX,78660,US,18625 Schultz Ln.,Pflugerville,TX,78660,US,,AMAZN40A,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZN40A,Southern,
"Amazon STX6 - Pflugerville, TX",,1316 New Meister Lane,Pflugerville,TX,78660,US,1316 New Meister Lane,Pflugerville,TX,78660,US,,AMAZON40,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON40,Southern,
"Amazon STX7 - San Antonio, TX",,"2214 CORNER RIDGE BUILDING 3, SUITE 200",SAN ANTONIO,TX,78219,US,"2214 CORNER RIDGE BUILDING 3, SUITE 200",SAN ANTONIO,TX,78219,US,,AMAZON28,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON28,Southern,
"Amazon STX8 - Richardson, TX",,3051 Research Drive,Richardson,TX,75082,US,3051 Research Drive,Richardson,TX,75082,US,,AMAZON77,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON77,Southern,
"Amazon SUT1 - Salt Lake City, UT",,6338 WEST 700 NORTH,SALT LAKE CITY,UT,84116,US,6338 WEST 700 NORTH,SALT LAKE CITY,UT,84116,US,,HYS-AMA6,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-AMA6,Western,
"Amazon SWF2 - Fishkill, NY",,1940 Route 52,Fishkill,NY,12533,US,1940 Route 52,Fishkill,NY,12533,US,,AMAZON84,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON84,Eastern,
"Amazon TEB9 - Somerset, NJ",,601 RANDOLPH ROAD,SOMERSET,NJ,8873,US,601 RANDOLPH ROAD,SOMERSET,NJ,8873,US,,HYS-AMAZ,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-AMAZ,Eastern,
"Amazon TLH2 - Tallahassee, FL",,2635 Vineland Dr.,Tallahassee,FL,32308,US,2635 Vineland Dr.,Tallahassee,FL,32308,US,,AMZON100,USD,C&I,Customer,Active,dummy@tavant.com,,AMZON100,Southern,
"Amazon TPA4 - Temple Terrace, FL",,8990 North US Highway 301,Temple Terrace,FL,33637,US,8990 North US Highway 301,Temple Terrace,FL,33637,US,,AMAZON33,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON33,Southern,
"Amazon TUS5 - Tuscon, AZ",,3590 E. Corona Rd.,Tuscon,AZ,85756,US,3590 E. Corona Rd.,Tuscon,AZ,85756,US,,AMAZON18,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON18,Western,
"Amazon TYS1 - Rockford, TN",,4101 S. Singleton Station Rd.,Rockford,TN,37853,US,4101 S. Singleton Station Rd.,Rockford,TN,37853,US,,AMAZON98,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON98,Southern,
"Amazon TYS5 - Maryville, TN",,201 Partnership Pkwy,Maryville,TN,37801,US,201 Partnership Pkwy,Maryville,TN,37801,US,,AMAZON53,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON53,Southern,
"Amazon VGT1 - N. Las Vegas, NV",,5802 E. Tropical Pkwy,N Las Vegas,NV,89115,US,5802 E. Tropical Pkwy,N Las Vegas,NV,89115,US,,HYS-AM09,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-AM09,Western,
"Amazon VGT2 - Las Vegas, NV",,6401 HOWDY WELLS AVE,LAS VEGAS,NV,89115,US,6401 HOWDY WELLS AVE,LAS VEGAS,NV,89115,US,,HYS-AMA7,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-AMA7,Western,
"Amazon VGT5 - Las Vegas, NV",,6501 E. Howdy Wells Ave.,Las Vegas,NV,89115,US,6501 E. Howdy Wells Ave.,Las Vegas,NV,89115,US,,AMAZON13,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON13,Western,
"Amazon XCA2 - City of Industry, CA",,15120 Valley Blvd.,City of Industry,CA,91746,US,15120 Valley Blvd.,City of Industry,CA,91746,US,,AMAZON89,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON89,Western,
Amazon XLX3,,21501 Needham Ranch Pkwy,Santa Clarita,CA,91321,US,21501 Needham Ranch Pkwy,Santa Clarita,CA,91321,US,,AMZXLX3,USD,C&I,Customer,Active,dummy@tavant.com,,AMZXLX3,Western,
"Amazon XTC1 - Oakley, CA",,4500 WILBUR AVE,OAKLEY,CA,94561,US,4500 WILBUR AVE,OAKLEY,CA,94561,US,,AMZXTC1,USD,C&I,Customer,Active,dummy@tavant.com,,AMZXTC1,Western,
"Amazon XTN1 - Olive Branch, MS",,8145 Nail Rd.,Olive Branch,MS,38654,US,8145 Nail Rd.,Olive Branch,MS,38654,US,,AMAZON39,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON39,Southern,
"Amazon YEG2 - Acheson, AB",,27383 92 Ave,Acheson,AB,T7X 5A6,CA,27383 92 Ave,Acheson,AB,T7X 5A6,CA,,AMAZON79,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON79,Western,
AMAZON.COM SERVICES LLC,,1200 12th Ave S Ste 1200,Seattle,WA,98144-2734,US,1200 12th Ave S Ste 1200,Seattle,WA,98144-2734,US,,AMAZON02,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON02,Western,
AMERICAN BATTERY COMPANY,,"2800 SW 4th Ave, Unit #20",Ft. Lauderdale,FL,33315,US,"2800 SW 4th Ave, Unit #20",Ft. Lauderdale,FL,33315,US,,422,USD,C&I,Dealer,Not Active,dummy@tavant.com,,422,Southern,Battery Dealer
Ametek,,66 Industry Court Suite F,Troy,OH,45373,US,66 Industry Court Suite F,Troy,OH,45373,US,937-440-0800,AME01,USD,C&I,OEM,Active,dummy@tavant.com,,AME01,Midwest,
Ametek Prestolite Power,,875 Dearborn Dr.,Columbus,OH,43085,US,875 Dearborn Dr.,Columbus,OH,43085,US,,AMETEK,USD,C&I,OEM,Active,dummy@tavant.com,,AMETEK,Midwest,
ANDERSON MATERIAL HANDLING,,1960 SUMMIT COMMERCE PARK,TWINSBURG,OH,44087,US,1960 SUMMIT COMMERCE PARK,TWINSBURG,OH,44087,US,,409-AND,USD,C&I,Dealer,Active,dummy@tavant.com,,409-AND,Midwest,Truck Dealer
"Anheuser Busch - Fairfield, CA",,3101 Busch Drive,Fairfield,CA,94534,US,3101 Busch Drive,Fairfield,CA,94534,US,707-429-2000,PAPE-AB2,USD,C&I,Customer,Active,dummy@tavant.com,,PAPE-AB2,Western,
"Anheuser Busch - Riverside, CA",,1400 Malborough Avenue,Riverside,CA,92507,US,1400 Malborough Avenue,Riverside,CA,92507,US,951-782-3954,PAPE-AB,USD,C&I,Customer,Active,dummy@tavant.com,,PAPE-AB,Western,
"Apex Industrial Battery - Ogden, UT",,1075 South Depot Road,Ogden,UT,84404,US,1075 South Depot Road,Ogden,UT,84404,US,385-500-4804,406,USD,C&I,Dealer,Active,dummy@tavant.com,,406,Western,Battery Dealer
Arnold Mach Co-Johnstown,,266 Gateway Drive,Johnstown,CO,80513,US,266 Gateway Drive,Johnstown,CO,80513,US,970-532-5522,YALARN15,USD,C&I,Dealer,Active,dummy@tavant.com,,YALARN15,Western,Truck Dealer
Arnold Machinery,,2975 2100 S,Salt Lake City,UT,84119,US,2975 2100 S,Salt Lake City,UT,84119,US,,ARNMAC19,USD,C&I,Dealer,Active,dummy@tavant.com,,ARNMAC19,Western,Truck Dealer
Arnold Machinery,,3800 Quentin St,Denver,CO,80239,US,3800 Quentin St,Denver,CO,80239,US,303-573-5333,HYS-ARN1,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-ARN1,Western,Truck Dealer
Arnold Machinery,,1490 Woolsey Heights,Colorado Springs,CO,80915,US,1490 Woolsey Heights,Colorado Springs,CO,80915,US,719-528-8672,HYSARN13,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSARN13,Western,Truck Dealer
ARNOLD MACHINERY,,300 E OVERLAND ROAD,MERIDIAN,ID,83642,US,300 E OVERLAND ROAD,MERIDIAN,ID,83642,US,,HYS-ARN3,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-ARN3,Western,Truck Dealer
Arnold Machinery,,1486 Stone Field Way,Pleasant View,UT,84404,US,1486 Stone Field Way,Pleasant View,UT,84404,US,801-910-5967,HYS-ARN4,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-ARN4,Western,Truck Dealer
Arnold Machinery,,3000 S 44th Street,Phoenix,AZ,85040,US,3000 S 44th Street,Phoenix,AZ,85040,US,602-697-0318,HYS-ARN5,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-ARN5,Western,Truck Dealer
Arnold Machinery,,464 WASHNINGTON STREET SOUTH,TWIN FALLS,ID,83301,US,464 WASHNINGTON STREET SOUTH,TWIN FALLS,ID,83301,US,602-697-0318,HYS-ARN6,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-ARN6,Western,Truck Dealer
Arnold Machinery,,4136 Donovan Way,N. Las Vegas,NV,89030,US,4136 Donovan Way,N. Las Vegas,NV,89030,US,702-642-9000,HYSARN8,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSARN8,Western,Truck Dealer
Arnold Machinery,,2921 West 2100 South P. O. Box 30020 Special Products,Salt Lake City,UT,84130,US,2921 West 2100 South P. O. Box 30020 Special Products,Salt Lake City,UT,84130,US,801-974-4000,HYSARN9,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSARN9,Western,Truck Dealer
Arnold Machinery of AZ,,3350 East Gas Road,Tucson,AZ,85714,US,3350 East Gas Road,Tucson,AZ,85714,US,520-294-7677,HYSARN19,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSARN19,Western,Truck Dealer
"Ashley Furniture - Chippewa Falls, WI",,,,,,,925 1st Ave,Chippewa Falls,WI,54729,US,,490-ASHW,USD,C&I,Customer,Active,dummy@tavant.com,,490-ASHW,Midwest,
"Ashley Furniture - Colton, CA",,,,,,,1601 Ashley Way,Colton,CA,92324,US,,ASH-COLT,USD,C&I,Customer,Active,dummy@tavant.com,,ASH-COLT,Western,
"Ashley Furniture - Saltillo, MS",,234 Industrial Park Rd.,Saltillo,MS,38866,US,234 Industrial Park Rd.,Saltillo,MS,38866,US,,TRI-ASH1,USD,C&I,Customer,Active,dummy@tavant.com,,TRI-ASH1,Southern,
"Ashley Furniture - Spanaway, WA 1",,20617 34th Ave East,Spanaway,WA,98387,US,20617 34th Ave East,Spanaway,WA,98387,US,,EP-ASHSP,USD,C&I,Customer,Active,dummy@tavant.com,,EP-ASHSP,Western,
"Ashley Furniture - Spanaway, WA 2",,20623 34th Ave East,Spanaway,WA,98387,US,20623 34th Ave East,Spanaway,WA,98387,US,,EP-ASH2,USD,C&I,Customer,Active,dummy@tavant.com,,EP-ASH2,Western,
"Ashley Furniture - Tacoma, WA",,"3320 LINCOLN AVE, BLDG B",TACOMA,WA,98421,US,"3320 LINCOLN AVE, BLDG B",TACOMA,WA,98421,US,,EP-ASHWA,USD,C&I,Customer,Active,dummy@tavant.com,,EP-ASHWA,Western,
"Ashley Furniture - Tolleson, AZ",,8711 WEST JEFFERSON STREET,TOLLESON,AZ,85353,US,8711 WEST JEFFERSON STREET,TOLLESON,AZ,85353,US,480-299-6729,425-ASH1,USD,C&I,Customer,Active,dummy@tavant.com,,425-ASH1,Western,
ATLANTIC COAST TOYOTA,,355 BUSINESS PARK DRIVE,WINSTON-SALEM,NC,27107,US,355 BUSINESS PARK DRIVE,WINSTON-SALEM,NC,27107,US,,484-ACT,USD,C&I,Dealer,Active,dummy@tavant.com,,484-ACT,Southern,Truck Dealer
ATLAS TOYOTA MATERIAL HANDLING,,1815 LANDMEIER,ELK GROVE VILLAGE,IL,60007,US,1815 LANDMEIER,ELK GROVE VILLAGE,IL,60007,US,847-678-3450,ATLAS-01,USD,C&I,Dealer,Active,dummy@tavant.com,,ATLAS-01,Midwest,Truck Dealer
ATLAS TOYOTA MATERIAL HANDLING,,6400 W 73RD STREET,BEDFORD PARK,IL,60638,US,6400 W 73RD STREET,BEDFORD PARK,IL,60638,US,708-563-0707,ATLAS-BP,USD,C&I,Dealer,Active,dummy@tavant.com,,ATLAS-BP,Midwest,Truck Dealer
BADGER TOYOTA,,2473 COMMERCE DRIVE,NEW BERLIN,WI,53151,US,2473 COMMERCE DRIVE,NEW BERLIN,WI,53151,US,,490-BADG,USD,C&I,Dealer,Active,dummy@tavant.com,,490-BADG,Midwest,Truck Dealer
"Barrel Ten - Napa, CA 1",,33 Harlow Ct,Napa,CA,94558,US,33 Harlow Ct,Napa,CA,94558,US,707-265-4000,NAPA-BT,USD,C&I,Customer,Active,dummy@tavant.com,,NAPA-BT,Western,
"Barrel Ten - Napa, CA 2",,645 Devlin Road,Napa,CA,94558,US,645 Devlin Road,Napa,CA,94558,US,707-265-4000,TMHNC-BT,USD,C&I,Customer,Active,dummy@tavant.com,,TMHNC-BT,Western,
"Battery Concepts Int'l, Inc.",,480 S Americas Ave Suite B-4,El Paso,TX,79907,US,480 S Americas Ave Suite B-4,El Paso,TX,79907,US,,BATCON01,USD,C&I,Dealer,Active,dummy@tavant.com,,BATCON01,Southern,Other
"Battery Shop of New England - Wallingford, CT",,69 S Turnpike Road,Wallingford,CT,6492,US,69 S Turnpike Road,Wallingford,CT,6492,US,203-265-2879,BSNE02,USD,C&I,Dealer,Active,dummy@tavant.com,,BSNE02,Eastern,Battery Dealer
"Battery Shop of New England - Dracut, MA",,40 Silva Lane,Dracut,MA,1826,US,40 Silva Lane,Dracut,MA,1826,US,,BSNE01,USD,C&I,Dealer,Active,dummy@tavant.com,,BSNE01,Eastern,Battery Dealer
"Battery Shop of New England - Chicopee, MA",,705 Meadow St. Matt Foster 800-447-6537,CHICOPEE,MA,1013,US,705 Meadow St. Matt Foster 800-447-6537,CHICOPEE,MA,1013,US,,BSNE03,USD,C&I,Dealer,Active,dummy@tavant.com,,BSNE03,Eastern,Battery Dealer
"Beal Industrial Products - Hanover, MD",,7513-E Connelley Drive,Hanover,MD,21076,US,7513-E Connelley Drive,Hanover,MD,21076,US,,497,USD,C&I,Dealer,Active,dummy@tavant.com,,497,Eastern,Battery Dealer
Bell Forklift,,34660 Centaur Dr.,Charter Twp of Clinton,MI,48035,US,34660 Centaur Dr.,Charter Twp of Clinton,MI,48035,US,(586) 415-5200,BELL-01,USD,C&I,Dealer,Active,dummy@tavant.com,,BELL-01,Midwest,Truck Dealer
Belmark,,1111 Engel Dr.,Shawano,WI,54166,US,1111 Engel Dr.,Shawano,WI,54166,US,,BEL04,USD,C&I,Customer,Active,dummy@tavant.com,,BEL04,Midwest,
"Belmark - De Pere, WI 1",,633 Heritage Road,De Pere,WI,54115,US,633 Heritage Road,De Pere,WI,54115,US,,BEL02,USD,C&I,Customer,Active,dummy@tavant.com,,BEL02,Midwest,
"Belmark - De Pere, WI 2",,600 Heritage Road P.O. Box 5310,De Pere,WI,54115,US,600 Heritage Road P.O. Box 5310,De Pere,WI,54115,US,,BEL03,USD,C&I,Customer,Active,dummy@tavant.com,,BEL03,Midwest,
"Belmark, Inc.",,PO Box 5310,De Pere,WI,54115,US,PO Box 5310,De Pere,WI,54115,US,920-336-2843 EXT 138,BEL01,USD,C&I,Customer,Active,dummy@tavant.com,,BEL01,Midwest,
"Bentler Automotive - Duncan, SC",,1255 HOWELL ROAD,DUNCAN,SC,29334,US,1255 HOWELL ROAD,DUNCAN,SC,29334,US,864-485-1374,BENTAP,USD,C&I,Customer,Active,dummy@tavant.com,,BENTAP,Southern,
"Berry Global - Lecompton, KS",,670 N 1800TH ROAD,LECOMPTON,KS,66050,US,670 N 1800TH ROAD,LECOMPTON,KS,66050-4109,US,,498-BG,USD,C&I,Customer,Active,dummy@tavant.com,,498-BG,Midwest,
Berry Material Handling Inc,,1300 NW US 24 Hwy,Topeka,KS,66608,US,1300 NW US 24 Hwy,Topeka,KS,66608,US,785-862-0031,HYSBER04,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSBER04,Midwest,Truck Dealer
Bjorkman Industrial Power Corp,,70 Finnell Drive,Weymouth,MA,2188,US,70 Finnell Drive,Weymouth,MA,2188,US,,BJORK01,USD,C&I,Dealer,Active,dummy@tavant.com,,BJORK01,Eastern,Battery Dealer
Bjorkman Industrial Power Corp,,49 Maselli Road,Newington,CT,6111,US,49 Maselli Road,Newington,CT,6111,US,,BJORK03,USD,C&I,Dealer,Active,dummy@tavant.com,,BJORK03,Eastern,Battery Dealer
BLACK EQUIPMENT,,1187 BURCH DRIVE,EVANSVILLE,IN,47225,US,1187 BURCH DRIVE,EVANSVILLE,IN,47225,US,(775) 352-6260,HYS-BLK1,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-BLK1,Midwest,Truck Dealer
"BLUM - Stanley, NC",,7733 OLD PLANK ROAD,STANLEY,NC,28164,US,7733 OLD PLANK ROAD,STANLEY,NC,28164,US,,483-BLUM,USD,C&I,Customer,Active,dummy@tavant.com,,483-BLUM,Southern,
"Bohl Equipment - Fort Wayne, IN",,1930 Lakeview Drive,Fort Wayne,IN,46808,US,1930 Lakeview Drive,Fort Wayne,IN,46808,US,260-436-2325,HYSBOHL3,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSBOHL3,Midwest,Truck Dealer
Briggs Equipment,,"Carretera a Sahuaripa Km 4.5 Interior 62C-F,Parque Ind.Luva",Hermosillo-Sonora,SO,83299,MX,"Carretera a Sahuaripa Km 4.5 Interior 62C-F,Parque Ind.Luva",Hermosillo-Sonora,SO,83299,MX,,BRIGGMX2,USD,C&I,Dealer,Active,dummy@tavant.com,,BRIGGMX2,Southern,Truck Dealer
BRIGGS EQUIPMENT,,5566 6th St W,Lehigh Acres,FL,33971,US,5566 6th St W,Lehigh Acres,FL,33971,US,239-458-5008,HYS-BRG,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-BRG,Southern,Truck Dealer
Briggs Equipment,,8787 Wallisville Road,Houston,TX,77029,US,8787 Wallisville Road,Houston,TX,77029,US,(713) 672-1100,HYS-BRG1,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-BRG1,Southern,Truck Dealer
Briggs Equipment,,5511 East Shelby Drive,Memphis,TN,38141,US,5511 East Shelby Drive,Memphis,TN,38141,US,901-795-7200,HYSBRG10,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSBRG10,Southern,Truck Dealer
Briggs Equipment,,2525 Philips Highway,Jacksonville,FL,32207,US,2525 Philips Highway,Jacksonville,FL,32207,US,904-260-6105,HYSBRG11,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSBRG11,Southern,Truck Dealer
Briggs Equipment,,2230 North U.S. Hwy 301,Tampa,FL,33619,US,2230 North U.S. Hwy 301,Tampa,FL,33619,US,813-626-4153,HYSBRG13,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSBRG13,Southern,Truck Dealer
Briggs Equipment,,10540 N. Stemmons Freeway,Dallas,TX,75220,US,10540 N. Stemmons Freeway,Dallas,TX,75220,US,214-630-0808,HYSBRG16,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSBRG16,Southern,Truck Dealer
Briggs Equipment,,4780 Mendel Court S.W. Special Products,Atlanta,GA,30336,US,4780 Mendel Court S.W. Special Products,Atlanta,GA,30336,US,404-691-9150,HYSBRG19,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSBRG19,Southern,Truck Dealer
Briggs Equipment,,16500 NW 54th Ave,Hialeah,FL,33014,US,16500 NW 54th Ave,Hialeah,FL,33014,US,(305) 624-1511,HYS-BRG2,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-BRG2,Southern,Truck Dealer
Briggs Equipment,,2900 E Pioneer Parkway Suite 100,Arlington,TX,76010,US,2900 E Pioneer Parkway Suite 100,Arlington,TX,76010,US,972-606-4300,HYSBRG24,USD,C&I,Dealer,Active,dummy@tavant.com,,HYSBRG24,Southern,Truck Dealer
