Name,AccountNumber,Account_ID__c,BillingCountry,BillingState,BillingCity,BillingPostalCode,BillingStreet,CurrencyIsoCode,Description,Industry,Phone,RecordTypeId,Site,TK_R12_Site_Number__c,Site_Status__c,Site_Name__c,TK_General_Comments__c,TK_R12_Account_Number__c,TKAMB2B_VAT__c,Website,WOD_2__Business_Units__c,WOD_2__Warranty_Account_Type__c,RSUPPLY_Account_Site__c,TK_Party_Site_ID__c,RSUPPLY_OracleAccountNumber__c,Fax,TK_Parent_Poem_Code__c,TK_Poem_Code__c,TK_Region__c,TKSVC_Invoice_Print_Method__c
Rinaudo Enterprises Inc,9923,001Ot000015wIcTIAU,US,FL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,809240,NA,,TK - NA,Customer,,,,,,9923,,One Invoice One Claim
Dean Dairy Transportation DFA (NEW),9924,001Ot000015wIcUIAU,US,KS,Kansas City,66111,1405 N 98TH STREET,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,2643465,,,,812179,NA,,TK - NA,Customer,,30014748,,,,9924,,PO Prefix
Ultimate Fleet Service Inc,9927,001Ot000015wIcVIAU,US,IL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,818018,NA,,TK - NA,Customer,,,,,,9927,,One Invoice One Claim
Stevens Transport (Paragon Leasing) GMP,9928,001Ot000015wIcWIAU,US,TX,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,GMP Review,819354,NA,,TK - NA,Customer,,,,,,9928,,One Invoice All Claims
TKM-Arctic Glacier/TK of Michigan,13251,001Ot000015wIn8IAE,US,MI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,SVCSVC13251,N/A,,TK - NA,Customer,,,,,,13251,,One Invoice All Claims
"Maktrans Logistics, Inc.",13262,001Ot000015wIn9IAE,US,IL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,342269,N/A,,TK - NA,Customer,,,,,,13262,,One Invoice All Claims
Garguilo & Associates Inc - Fed Ex,13268,001Ot000015wInAIAU,US,FL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,697124,N/A,,TK - NA,Customer,,,,,,13268,,One Invoice All Claims
"The ICON Group, Inc.",13270,001Ot000015wInBIAU,US,IL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,322907,N/A,,TK - NA,Customer,,,,,,13270,,One Invoice All Claims
"Koch Companies, Inc.",13275,001Ot000015wInCIAU,US,MN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312987,N/A,,TK - NA,Customer,,,,,,13275,,One Invoice One Claim
Penske - Harahan LA - Marques,13279,001Ot000015wInDIAU,US,LA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,312691,N/A,,TK - NA,Customer,,,,,,13279,,One Invoice All Claims
TK Fort Worth TX,T0960,001Ot000015wii5IAA,US,TX,Fort Worth,76102,651 Mony Street,USD,,,817-831-4261,0123i000000zaIgAAI,,,,THERMO KING OF DALLAS,,,,,TK - NA,Dealer,US-TX-DALLA-02,,1000069777,817-831-6510,,T0960,,
TK Lethbridge AB US Account,T2100001US,001Ot000015wm7gIAA,CA,AB,Lethbridge,T1H 6L5,913 36th Street,USD,,,,0123i000000zaIgAAI,,,,THERMO KING WESTERN(CALGARY) LTD,,,,,TK - NA,Dealer,CA-AB-CALGA-01,,1000082843,,,T2100001US,,
TK McCook IL,I0150,001Ot000015wmoxIAA,US,IL,McCook,60525,8646 Joilet Rd,USD,,,708-563-2700,0123i000000zaIgAAI,,,,ILLINOIS AUTO CENTRAL,,,,,TK - NA,Dealer,US-IL-CHICA-02,,1000037063,708-563-1052,,I0150,,
TK Morton IL (T1030003),T1030003,001Ot000015wnD5IAI,US,IL,Morton,61550,650 Flint Avenue,USD,,,309-263-8783,0123i000000zaIgAAI,,,,,,,,,TK - NA,Dealer,,,,309-263-2942,,T1030003,,
TK Monterrey NL (F1500),F1500,001Ot000015wnl7IAA,MX,,Monterrey NL,64440,"Av. Tres No. 675, Colonia Central de Carga Monterr",USD,,,,0123i000000zaIgAAI,,,,,,,,,TK - NA,Dealer,,,,,,F1500,,
TK Charlotte NC,T0698,001Ot000015wox8IAA,US,NC,Charlotte,28269,6633 Statesville Ave,USD,,,704-596-2652,0123i000000zaIgAAI,,,,THERMO KING CENTRAL CAROLINAS,,,,,TK - NA,Dealer,US-NC-CHARL-01,,1000057289,704-596-2786,,T0698,,
TK Dubuque IA,T1030002,001Ot000015wpI6IAI,US,IA,Dubuque,52003,10593 Lake Eleanor Rd,USD,,,319-588-0834,0123i000000zaIgAAI,,,,THERMO KING QUAD CITIES INC,,,,,TK - NA,Dealer,US-IL-RKISL-01,,1000082025,319-556-8765,,T1030002,,
TK Binghamton NY,U0550004,001Ot000015wqAvIAI,US,NY,Binghamton,139011657,127 W. Arterial Highway,USD,,,607-772-0015,0123i000000zaIgAAI,,,,UPSTATE THERMO KING OF ALBANY,,,,,TK - NA,Dealer,US-NY-ROCHE-01,,1000082033,607-772-0062,,U0550004,,
TK Edmonton AB USD 892695016,T1400US,001Ot000015wqCXIAY,CA,AB,Edmonton,T5V 1B7,15825 - 118th Avenue,USD,,,,0123i000000zaIgAAI,,,,THERMO KING WESTERN LTD,,,,,TK - NA,Dealer,CA-AB-EDMON-01,,1000082100,,,T1400US,,
NeuraFlash,,001Ot000016rgbZIAQ,,,,,,USD,,,,0123i000000zaIoAAI,,,,,,,,,TK - NA,Customer,,,,,,,,
JJs Fruit Truck,,001Ot00001720vXIAQ,,,,,,USD,,,,0123i000000zaIoAAI,,,,,,,,,TK - NA,Customer,,,,,,,,
ASG Cruise,,001Ot0000177ZuXIAU,,,,,,USD,,,,0123i000000zaIoAAI,,,,,,,,,TK - NA,Customer,,,,,,,,
Hillandale Farms Ohio LLC,13519,001Ot000015wW7aIAE,US,PA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,496393,N/A,,TK - NA,Customer,,,,,,13519,,One Invoice One Claim
"Wiley Sanders Truck Lines, Inc.",13522,001Ot000015wW7bIAE,US,AL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,503013,N/A,,TK - NA,Customer,,,,,,13522,,One Invoice One Claim
"Allied Gas & Oil Services, LLC",13152,001Ot000015wWItIAM,US,TX,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312768,N/A,,TK - NA,Customer,,,,,,13152,,One Invoice All Claims
"Dupre Logistics, LLC",13159,001Ot000015wWIuIAM,US,LA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312304,N/A,,TK - NA,Customer,,,,,,13159,,One Invoice All Claims
"Point to Point, LLC (Larry Smith) - Fed Ex",13185,001Ot000015wWIvIAM,US,IA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312660,N/A,,TK - NA,Customer,,,,,,13185,,One Invoice All Claims
Charles Richard Fulton / BT Expediters - Fed Ex,13198,001Ot000015wWIwIAM,US,IN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,SVCSVC13198,N/A,,TK - NA,Customer,,,,,,13198,,One Invoice All Claims
Cyclone Expediting - Fed Ex - John Kelsh,13200,001Ot000015wWIxIAM,US,IN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,617794,N/A,,TK - NA,Customer,,,,,,13200,,One Invoice All Claims
"Alabama Motor Express, Inc. (AMX)",13202,001Ot000015wWIyIAM,US,AL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312656,N/A,,TK - NA,Customer,,,,,,13202,,One Invoice All Claims
Freightech Inc,10041,001Ot000015wWQoIAM,US,IL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1134200,NA,,TK - NA,Customer,,,,,,10041,,One Invoice One Claim
Stinger Trucking LLC,9971,001Ot000015wWQuIAM,US,SD,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,907940,NA,,TK - NA,Customer,,,,,,9971,,One Invoice One Claim
R WAYNE BOST TRUCKING INC (RWBT),9972,001Ot000015wWQvIAM,US,NC,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,912360,NA,,TK - NA,Customer,,,,,,9972,,One Invoice All Claims
Culinaire International Inc,13285,001Ot000015wInEIAU,US,TX,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,312842,N/A,,TK - NA,Customer,,,,,,13285,,One Invoice All Claims
"JS Helwig and Son, LLC",9931,001Ot000015wIsUIAU,US,TX,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,819198,NA,,TK - NA,Customer,,,,,,9931,,One Invoice One Claim
Logiflex Inc,9932,001Ot000015wIsVIAU,US,IL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,821878,NA,,TK - NA,Customer,,,,,,9932,,One Invoice One Claim
Silver Dollar Transport LLC,9937,001Ot000015wIsWIAU,US,MI,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,825640,NA,,TK - NA,Customer,,,,,,9937,,One Invoice One Claim
Ace Pipe Cleaning Inc,9939,001Ot000015wIsXIAU,US,MO,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,825280,NA,,TK - NA,Customer,,,,,,9939,,One Invoice One Claim
Bio Nomic Services,9940,001Ot000015wIsYIAU,US,NC,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,825340,NA,,TK - NA,Customer,,,,,,9940,,One Invoice One Claim
Composites One LLC,10040,001Ot000015wIsZIAU,US,IL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1132526,NA,,TK - NA,Customer,,,,,,10040,,One Invoice One Claim
AFC Transport Inc,10042,001Ot000015wIsaIAE,US,IN,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1130006,NA,,TK - NA,Customer,,,,,,10042,,One Invoice One Claim
Peters Brothers Inc,10043,001Ot000015wIsbIAE,US,PA,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,312773,NA,,TK - NA,Customer,,,,,,10043,,One Invoice One Claim
Ben E Keith Foods (BEK),10044,001Ot000015wIscIAE,US,TX,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1138473,N/A,,TK - NA,Customer,,,,,,10044,,One Invoice One Claim
Diversified Transfer & Storage (DTS),10045,001Ot000015wIsdIAE,US,MT,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1136869,NA,,TK - NA,Customer,,,,,,10045,,One Invoice One Claim
Hilco Transport,10046,001Ot000015wIseIAE,US,NC,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1138388,NA,,TK - NA,Customer,,,,,,10046,,One Invoice One Claim
Koch Foods Inc,10047,001Ot000015wIsfIAE,US,GA,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1141413,NA,,TK - NA,Customer,,,,,,10047,,One Invoice One Claim
Linde Inc,10048,001Ot000015wIsgIAE,US,NY,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,1141988,N/A,,TK - NA,Customer,,,,,,10048,,One Invoice One Claim
Challenger Motor Freight,567,001Ot000015wJ3oIAE,CA,ON,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312467,N/A,,TK - NA,Customer,,,,,,567,,One Invoice One Claim
"J&R Schugel Trucking, Inc.",572,001Ot000015wJ3pIAE,US,MN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312466,N/A,,TK - NA,Customer,,,,,,572,,One Invoice One Claim
Zeller Transportation LLC,5833,001Ot000015wJ3qIAE,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312186,N/A,,TK - NA,Customer,,,,,,5833,,One Invoice One Claim
"DOT Transportation, Inc.",584,001Ot000015wJ3rIAE,US,IL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312588,N/A,,TK - NA,Customer,,,,,,584,,PO Prefix
Western Distributing Transportation Corp,585,001Ot000015wJ3sIAE,US,CO,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312644,N/A,,TK - NA,Customer,,,,,,585,,One Invoice All Claims
Turner Trucking Co Inc,5963,001Ot000015wJ3tIAE,US,NC,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312639,N/A,,TK - NA,Customer,,,,,,5963,,One Invoice All Claims
"Walmart Transportation, LLC",9874,001Ot000015wJOyIAM,US,AR,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,313038,NA,,TK - NA,Customer,,,,,,9874,,One Invoice One Claim
Central Truck Leasing - DOT,9875,001Ot000015wJOzIAM,US,IL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,653749,NA,,TK - NA,Customer,,,,,,9875,,One Invoice All Claims
Ryder Transportation - Indianapolis,9876,001Ot000015wJP0IAM,US,IN,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,312830,NA,,TK - NA,Customer,,,,,,9876,,One Invoice All Claims
"Cross Way Carriers, LLC",9975,001Ot000015wWQwIAM,US,MS,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,966100,NA,,TK - NA,Customer,,,,,,9975,,One Invoice All Claims
CASEYS SERVICES COMPANY,9978,001Ot000015wWQxIAM,US,IA,Ankeny,50021,ONE SE CONVENIENCE BLVD,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,3135548,,,,985840,N/A,,TK - NA,Customer,,43944214,,,,9978,,One Invoice One Claim
Haynes Farm Inc.,9980,001Ot000015wWQyIAM,US,AL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,987480,N/A,,TK - NA,Customer,,,,,,9980,,One Invoice All Claims
JBM Logistics,13065,001Ot000015wWQzIAM,CA,SK,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312310,N/A,,TK - NA,Customer,,,,,,13065,,One Invoice One Claim
L3Harris Technologies Inc,120026,001Ot000015wWXJIA2,US,FL,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,117210,NA,,TK - NA,Customer,,,,,,120026,,One Invoice One Claim
"D&E Transport, Inc.",12091,001Ot000015wWXKIA2,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312525,N/A,,TK - NA,Customer,,,,,,12091,,One Invoice All Claims
JBS Carriers (Miller Bros Co),12094,001Ot000015wWXLIA2,US,CO,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312521,N/A,,TK - NA,Customer,,,,,,12094,,One Invoice One Claim
Bakers Supply,12130,001Ot000015wWXMIA2,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,312712,N/A,,TK - NA,Customer,,,,,,12130,,One Invoice All Claims
Nash Finch,4581,001Ot000015wX23IAE,US,MN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312173,N/A,,TK - NA,Customer,,,,,,4581,,One Invoice All Claims
"Mike Frost Trucking, Inc.",4673,001Ot000015wX24IAE,US,GA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312196,N/A,,TK - NA,Customer,,,,,,4673,,One Invoice All Claims
New Prime DBA Prime Inc. - Springfield MO,482,001Ot000015wX25IAE,US,MO,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,107454,N/A,,TK - NA,Customer,,,,,,482,,One Invoice One Claim
"KBK Expeditors, LLC - Fed Ex",13602,001Ot000015wXDGIA2,US,IN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,No Bill backs. must be billed direct to customer,312426,N/A,,TK - NA,Customer,,,,,,13602,,One Invoice All Claims
Xit West Transport - Gary Melton - Fed Ex,13604,001Ot000015wXDHIA2,US,AZ,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,601233,N/A,,TK - NA,Customer,,,,,,13604,,One Invoice All Claims
Real Transport (3235149 Canada Inc),13605,001Ot000015wXDIIA2,CA,QC,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,626154,N/A,,TK - NA,Customer,,,,,,13605,,One Invoice One Claim
Safast Transport - Richard Finch - Fed Ex,13612,001Ot000015wXDJIA2,US,GA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,1099327,N/A,,TK - NA,Customer,,,,,,13612,,One Invoice All Claims
Industrial Power/Good Glorious Food,13614,001Ot000015wXDKIA2,US,TX,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,SVCSVC13614,N/A,,TK - NA,Customer,,,,,,13614,,One Invoice All Claims
Marten Transport - Parts,14007,001Ot000015wXDOIA2,US,WI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312517,N/A,,TK - NA,Customer,,,,,,14007,,One Invoice One Claim
NFI Industies (Parts Invoicing),14008,001Ot000015wXDPIA2,US,NJ,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312994,N/A,,TK - NA,Customer,,,,,,14008,,One Invoice All Claims
Frock Bros Trucking Inc - GMP,2995,001Ot000015wXDQIA2,US,PA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,312455,N/A,,TK - NA,Customer,,,,,,2995,,One Invoice All Claims
Holland Enterprises Inc,11348,001Ot000015wXbXIAU,US,ND,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312930,N/A,,TK - NA,Customer,,,,,,11348,,One Invoice All Claims
Camino Real Foods Inc,11422,001Ot000015wXbYIAU,US,CA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312229,N/A,,TK - NA,Customer,,,,,,11422,,One Invoice One Claim
SuperValu (UNFI) - CB,11520,001Ot000015wXbZIAU,US,MN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312817,N/A,,TK - NA,Customer,,,,,,11520,,One Invoice One Claim
Bill Farrell LLC,11550,001Ot000015wXbaIAE,US,MT,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312815,N/A,,TK - NA,Customer,,,,,,11550,,One Invoice All Claims
Ship Ex - Non Reefer and Parts,9877,001Ot000015wJP1IAM,US,UT,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,573921,NA,,TK - NA,Customer,,,,,,9877,,One Invoice All Claims
Scott Street Tomato House,9880,001Ot000015wJP2IAM,US,TN,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,727799,NA,,TK - NA,Customer,,,,,,9880,,One Invoice One Claim
Evenson Trucking Company,13649,001Ot000015wJV8IAM,US,TX,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,312544,N/A,,TK - NA,Customer,,,,,,13649,,One Invoice All Claims
Stan's Inc,13653,001Ot000015wJV9IAM,US,SD,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,647198,N/A,,TK - NA,Customer,,,,,,13653,,One Invoice One Claim
"Mast Trucking, Inc.",13658,001Ot000015wJVAIA2,US,OH,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,649548,N/A,,TK - NA,Customer,,,,,,13658,,One Invoice One Claim
Palmer Leasing Group,13659,001Ot000015wJVBIA2,US,IN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,651940,N/A,,TK - NA,Customer,,,,,,13659,,One Invoice All Claims
"Albion Express, Inc.",13662,001Ot000015wJVCIA2,US,MN,BLOOMINGTON,55420,314 W 90TH ST,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,651124,N/A,,TK - NA,Customer,,,,,,13662,,One Invoice One Claim
"Haviland Equipment Leasing, Inc.",9881,001Ot000015wJXaIAM,US,OH,,,,USD,,Transport,,0123i000000zaIoAAI,,,,,,757598,0,,TK - NA,Customer,,,,,,9881,,One Invoice One Claim
Hill Bros - APU CB,9883,001Ot000015wJXbIAM,US,NE,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,312408,NA,,TK - NA,Customer,,,,,,9883,,One Invoice One Claim
Baily International of Atlanta,13650,001Ot000015wKO9IAM,US,GA,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,643278,N/A,,TK - NA,Customer,,,,,,13650,,One Invoice One Claim
The Harman Group (3394603 Canada Inc),13654,001Ot000015wKOAIA2,CA,ON,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,648222,N/A,,TK - NA,Customer,,,,,,13654,,One Invoice One Claim
"Hinson Trucking, LLC",13655,001Ot000015wKOBIA2,US,MO,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,648758,N/A,,TK - NA,Customer,,,,,,13655,,One Invoice One Claim
Belly of the Whale LLC,13660,001Ot000015wKOCIA2,US,MI,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,Manual Review,651980,N/A,,TK - NA,Customer,,,,,,13660,,One Invoice All Claims
"Syndicate Transport, LTD",13663,001Ot000015wKODIA2,CA,AB,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,658679,N/A,,TK - NA,Customer,,,,,,13663,,One Invoice One Claim
"Holman Transportation Services, Inc.",13730,001Ot000015wKpTIAU,US,ID,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,715371,N/A,,TK - NA,Customer,,,,,,13730,,One Invoice One Claim
Transport Vares Inc.,13737,001Ot000015wKpUIAU,CA,QC,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,723398,N/A,,TK - NA,Customer,,,,,,13737,,One Invoice One Claim
iHaul Freight Systems,13746,001Ot000015wKpVIAU,CA,BC,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,736098,N/A,,TK - NA,Customer,,,,,,13746,,One Invoice One Claim
"Road Knights, Inc.",13747,001Ot000015wKpWIAU,US,IL,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,737571,N/A,,TK - NA,Customer,,,,,,13747,,One Invoice One Claim
Bulldog Hiway Express (Daeske),9912,001Ot000015wKuQIAU,US,SC,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,790399,NA,,TK - NA,Customer,,,,,,9912,,One Invoice One Claim
Little Rock Farm Trucking,9914,001Ot000015wKuRIAU,CA,ON,,,,CAD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,312727,NA,,TK - NA,Customer,,,,,,9914,,One Invoice One Claim
Kaiser Transport,9916,001Ot000015wKuSIAU,US,WI,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,GMP Review,802898,NA,,TK - NA,Customer,,,,,,9916,,One Invoice All Claims
Johnson Equipment,9917,001Ot000015wKuTIAU,US,NY,,,,USD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,,802058,NA,,TK - NA,Customer,,,,,,9917,,One Invoice One Claim
Calmont Leasing Ltd,9918,001Ot000015wKuUIAU,CA,AB,,,,CAD,,Other Support Activities for Road Transportation,,0123i000000zaIoAAI,,,,,GMP,312779,NA,,TK - NA,Customer,,,,,,9918,,One Invoice All Claims
TK EAU CLAIRE WI (B0325),B0325,0013i000039taxFAAQ,US,WI,EAU CLAIRE,54703-9603,6302 TEXACO DR,USD,,,715-874-6811,0123i000000zaIgAAI,,783445,,BADGER TRUCK REFRIGERATION INC,,312628,,,TK - NA,Dealer,US-WI-EUCLA-01,12258968,1000082042,715-874-6812,T1320,B0325,Central,
TK BOONVILLE MO (C0960001),C0960001,0014w00003jSZJqAAO,US,MO,SAINT LOUIS,63147,420 CARRIE AVE,USD,,,660-882-6030,0123i000000zaIgAAI,,783783,,MID MISSOURI THERMO KING,,312938,,,TK - NA,Dealer,US-MO-BOONV-01,12259307,1000082665,660-882-3293,C0960,C0960001,Central,
TK XTREME FLEET SERVICE (K1010),K1010,0014w00004AGJzOAAX,US,TX,Bryan,77808,1620 Gooseneck Drive,USD,,,979-676-8782,0123i000000zaIgAAI,,,,XTREME FLEET SERVICE LLC,,,,,TK - NA,Dealer,US-TX-BRYAN-01,29426810,1000094892,,,K1010,West,
TK RAPID REFRIGERATION (R0370),R0370,0014w00004AGK26AAH,US,SD,RAPID CITY,57701-1711,111 POPLAR AVE,USD,,,605-341-2431,0123i000000zaIgAAI,,783362,,RAPID REFRIGERATION LLC,,312510,,,TK - NA,Dealer,US-SD-RDCIT-01,12258885,1000018209,605-343-4087,T1083,R0370,West,
TK OAK CREEK WI (T2435020),T2435020,0014w00004AHjRkAAL,US,WI,OAK CREEK,53154,6925 S. 6TH STREET,USD,Formerly B0300001 TK Franksville WI,,,0123i000000zaIgAAI,,4340471,,TRANSPORT REFRIGERATION INC,,312444,,,TK - NA,Dealer,US-WI-DEPER-01,46962040,1000081987,,T2435,T2435020,Central,
ABCTest,,001Ot000017VGqaIAG,,,,,,USD,,,,0123i000000zaIoAAI,,,,,,,,,TK - NA,Customer,,,,,,,,
AtestH,,001Ot000017fd94IAA,,,,,,USD,,,,0123i000000zaIoAAI,,,,,,,,,TK - NA,Customer,,,,,,,,
ABtest,,001Ot000017fn9wIAA,,,,,,USD,,,,0123i000000zaIoAAI,,,,,,,,,TK - NA,Customer,,,,,,,,
APrabu,,001Ot000017fnuiIAA,,,,,,USD,,,,0123i000000zaIoAAI,,,,,,,,,TK - NA,Customer,,,,,,,,
AShannUS,,001Ot000017g154IAA,,,,,,USD,,,,0123i000000zaIoAAI,,,,,,,,,TK - NA,Customer,,,,,,,,
AShannCAA,,001Ot000017gCjNIAU,,,,,,USD,,,,0123i000000zaIoAAI,,,,,,,,,TK - NA,Customer,,,,,,,,
AHilCA1,,001Ot000017gDFeIAM,,,,,,USD,,,,0123i000000zaIoAAI,,,,,,,,,TK - NA,Customer,,,,,,,,
AHilUS1,,001Ot000017gGyNIAU,,,,,,USD,,,,0123i000000zaIoAAI,,,,,,,,,TK - NA,Customer,,,,,,,,
JanTest,,001Ot000017pRHlIAM,,,,,,USD,,,,0123i000000zaIoAAI,,,,,,,,,TK - NA,Customer,,,,,,,,
BklappCA,,001Ot000017prffIAA,,,,,,USD,,,,0123i000000zaIoAAI,,,,,,,,,TK - NA,Customer,,,,,,,,
BShannUS,,001Ot000017q94TIAQ,,,,,,USD,,,,0123i000000zaIoAAI,,,,,,,,,TK - NA,Customer,,,,,,,,
Bprabu,,001Ot000017qAK5IAM,,,,,,USD,,,,0123i000000zaIoAAI,,,,,,,,,TK - NA,Customer,,,,,,,,
BklappUS,,001Ot000017qEfEIAU,,,,,,USD,,,,0123i000000zaIoAAI,,,,,,,,,TK - NA,Customer,,,,,,,,
BShannCA,,001Ot000017qmgjIAA,,,,,,USD,,,,0123i000000zaIoAAI,,,,,,,,,TK - NA,Customer,,,,,,,,
ERick S TEst,,001Ot00001EeRAgIAN,,,,,,USD,,,,0123i000000zaIoAAI,,,,,,,,,TK - NA,Customer,,,,,,,,
