WOD_2__Policy_Filter_Condition__c,WOD_2__Transfer_Fee__c,WOD_2__Payment_Definition__c,Mark_Policy_As_Primary_HDI__c,Coverage_transfer_window_period_fromdate__c,WOD_2__Coverage_Based_On__c,LastModifiedById,EWP_End_WP_from_Shipment_Date_HDI__c,WOD_2__Sub_Type__c,Machine_Hours_Energy_Units_Covered_HDI__c,OwnerId,WOD_2__Transferable_Month__c,LastReferencedDate,Comments__c,Policy_Name_HDI__c,Job_Code_Group_HDI__c,WOD_2__Months_Covered_From__c,Build_Date_Applicable_HDI__c,Is_Third_Party_Policy_HDI__c,WOD_2__Description__c,WOD_2__Pricebook_Type__c,Name,WOD_2__Terms_Condition__c,Business_Unit_HDI__c,Customer_Type__c,WOD_2__Is_Policy_Optional__c,WOD_2__Type__c,Installer_Certification_Status_HDI__c,Is_Policy_Displayed_To_Internal_Users_On__c,WOD_2__Active_From__c,Registration_Price__c,CreatedDate,WOD_2__Status__c,Limit_of_Liability_HDI__c,WOD_2__Business_Units__c,Is_Attachment_Mandatory_HDI__c,WOD_2__Days_Covered__c,WOD_2__Inclusion__c,LastModifiedDate,Months_Covered_From_Invoice_Date_HDI__c,CurrencyIsoCode,SystemModstamp,WOD_2__Months_Covered__c,WOD_2__Transferable__c,Maxi_number_of_transfer_to_end_customers__c,WOD_2__Category_To_Apply_Degradation__c,WOD_2__Days_Covered_From__c,Is_Policy_Applicable_for_DR_HDI__c,WOD_2__Active_Until__c,LastViewedDate,EWP_Start_WP_from_Delivery_Date_HDI__c,WOD_2__Exclusion__c,Months_Covered_From_Shipment_HDI__c,WOD_2__Expression__c,Months_Covered_FRM_OriginalDate_HDI__c,Ownership_State_HDI__c,CreatedById,IsDeleted,WOD_2__Priority__c,External_ID_HDI__c,Forced_Selection_Needed_During_DR_HDI__c,Months_Covered_From_Build_Date_HDI__c,Policy_Group_Name_HDI__c,Item_Condition_HDI__c,Id,WOD_2__Default_Policy_Definition__c,WOD_2__Extended_Policy_Cost__c,EWP_End_WP_from_Delivery_Date_HDI__c
OR,0.0,,False,,,0058a00000MZsjwAAD,99999.0,,6000.0,0058a00000Ma0lHAAR,,,,Extended Protection Plus 36 Months or 6000 Hours Full machine Parts,,,False,False,Extended Protection Plus 36 Months or 6000 Hours Full machine Parts,,EXT-PP-36-6000-PPFULL-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Inactive,,EUROPE,False,,,2023-05-19T23:47:57.000+0000,72.0,EUR,2023-05-19T23:47:57.000+0000,36.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,351.0,110000000018020,False,0.0,PARTS ONLY;Protection Plus;PPFULL,NEW;PREMIUM_RENTAL;CONSIGNMENT,a0e8a00000GX74kAAD,False,,99999.0
OR,0.0,,False,,,0058a00000MZsjwAAD,99999.0,,8000.0,0058a00000Ma0lHAAR,,,,Extended Protection Plus 48 Months or 8000 Hours Full machine Parts,,,False,False,Extended Protection Plus 48 Months or 8000 Hours Full machine Parts,,EXT-PP-48-8000-PPFULL-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Inactive,,EUROPE,False,,,2023-05-19T23:47:57.000+0000,72.0,EUR,2023-05-19T23:47:57.000+0000,48.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,352.0,110000000018040,False,0.0,PARTS ONLY;Protection Plus;PPFULL,NEW;PREMIUM_RENTAL;CONSIGNMENT,a0e8a00000GX74lAAD,False,,99999.0
OR,0.0,,False,,,0058a00000MZsjwAAD,99999.0,,10000.0,0058a00000Ma0lHAAR,,,,Extended Protection Plus 60 Months or 10000 Hours Full machine Parts,,,False,False,Extended Protection Plus 60 Months or 10000 Hours Full machine Parts,,EXT-PP-60-10000-PPFULL-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Inactive,,EUROPE,False,,,2023-05-19T23:47:57.000+0000,72.0,EUR,2023-05-19T23:47:57.000+0000,60.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,353.0,110000000018060,False,0.0,PARTS ONLY;Protection Plus;PPFULL,NEW;PREMIUM_RENTAL;CONSIGNMENT,a0e8a00000GX74mAAD,False,,99999.0
OR,0.0,,False,,,0058a00000MZsjwAAD,99999.0,,4000.0,0058a00000Ma0lHAAR,,,,Extended Protection Plus 24 Months or 4000 Hours Powertrain Distance Labour Parts,,,False,False,Extended Protection Plus 24 Months or 4000 Hours Powertrain Distance Labour Parts,,EXT-PP-24-4000-POWERTRAIN-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Inactive,,EUROPE,False,,,2023-05-19T23:47:57.000+0000,72.0,EUR,2023-05-19T23:47:57.000+0000,24.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,360.0,110000000018080,False,0.0,PARTS_LABOR_TRAVEL;Protection Plus;DRIVELINE,NEW;PREMIUM_RENTAL;CONSIGNMENT,a0e8a00000GX74nAAD,False,,99999.0
OR,0.0,,False,,,0058a00000MZsjwAAD,99999.0,,6000.0,0058a00000Ma0lHAAR,,,,Extended Protection Plus 36 Months or 6000 Hours Powertrain Distance Labour Parts,,,False,False,Extended Protection Plus 36 Months or 6000 Hours Powertrain Distance Labour Parts,,EXT-PP-36-6000-POWERTRAIN-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Inactive,,EUROPE,False,,,2023-05-19T23:47:57.000+0000,72.0,EUR,2023-05-19T23:47:57.000+0000,36.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,361.0,110000000018100,False,0.0,PARTS_LABOR_TRAVEL;Protection Plus;DRIVELINE,NEW;PREMIUM_RENTAL;CONSIGNMENT,a0e8a00000GX74oAAD,False,,99999.0
OR,0.0,,False,,,0058a00000MZsjwAAD,99999.0,,8000.0,0058a00000Ma0lHAAR,,,,Extended Protection Plus 48 Months or 8000 Hours Powertrain Distance Labour Parts,,,False,False,Extended Protection Plus 48 Months or 8000 Hours Powertrain Distance Labour Parts,,EXT-PP-48-8000-POWERTRAIN-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Inactive,,EUROPE,False,,,2023-05-19T23:47:57.000+0000,72.0,EUR,2023-05-19T23:47:57.000+0000,48.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,362.0,110000000018120,False,0.0,PARTS_LABOR_TRAVEL;Protection Plus;DRIVELINE,NEW;PREMIUM_RENTAL;CONSIGNMENT,a0e8a00000GX74pAAD,False,,99999.0
OR,0.0,,False,,,0058a00000MZsjwAAD,99999.0,,10000.0,0058a00000Ma0lHAAR,,,,Extended Protection Plus 60 Months or 10000 Hours Powertrain Distance Labour Parts,,,False,False,Extended Protection Plus 60 Months or 10000 Hours Powertrain Distance Labour Parts,,EXT-PP-60-10000-POWERTRAIN-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Inactive,,EUROPE,False,,,2023-05-19T23:47:57.000+0000,72.0,EUR,2023-05-19T23:47:57.000+0000,60.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,363.0,110000000018140,False,0.0,PARTS_LABOR_TRAVEL;Protection Plus;DRIVELINE,NEW;PREMIUM_RENTAL;CONSIGNMENT,a0e8a00000GX74qAAD,False,,99999.0
OR,0.0,,False,,,0058a00000MZsjwAAD,99999.0,,4000.0,0058a00000Ma0lHAAR,,,,Extended Protection Plus 24 Months or 4000 Hours Powertrain Parts,,,False,False,Extended Protection Plus 24 Months or 4000 Hours Powertrain Parts,,EXT-PP-24-4000-POWERTRAIN-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Inactive,,EUROPE,False,,,2023-05-19T23:47:57.000+0000,72.0,EUR,2023-05-19T23:47:57.000+0000,24.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,370.0,110000000018160,False,0.0,PARTS ONLY;Protection Plus;DRIVELINE,NEW;PREMIUM_RENTAL;CONSIGNMENT,a0e8a00000GX74rAAD,False,,99999.0
OR,0.0,,False,,,0058a00000MZsjwAAD,99999.0,,6000.0,0058a00000Ma0lHAAR,,,,Extended Protection Plus 36 Months or 6000 Hours Powertrain Parts,,,False,False,Extended Protection Plus 36 Months or 6000 Hours Powertrain Parts,,EXT-PP-36-6000-POWERTRAIN-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Inactive,,EUROPE,False,,,2023-05-19T23:47:57.000+0000,72.0,EUR,2023-05-19T23:47:57.000+0000,36.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,371.0,110000000018180,False,0.0,PARTS ONLY;Protection Plus;DRIVELINE,NEW;PREMIUM_RENTAL;CONSIGNMENT,a0e8a00000GX74sAAD,False,,99999.0
OR,0.0,,False,,,0058a00000MZsjwAAD,99999.0,,8000.0,0058a00000Ma0lHAAR,,,,Extended Protection Plus 48 Months or 8000 Hours Powertrain Parts,,,False,False,Extended Protection Plus 48 Months or 8000 Hours Powertrain Parts,,EXT-PP-48-8000-POWERTRAIN-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Inactive,,EUROPE,False,,,2023-05-19T23:47:57.000+0000,72.0,EUR,2023-05-19T23:47:57.000+0000,48.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,372.0,110000000018200,False,0.0,PARTS ONLY;Protection Plus;DRIVELINE,NEW;PREMIUM_RENTAL;CONSIGNMENT,a0e8a00000GX74tAAD,False,,99999.0
OR,0.0,,False,,,0058a00000MZsjwAAD,99999.0,,10000.0,0058a00000Ma0lHAAR,,,,Extended Protection Plus 60 Months or 10000 Hours Powertrain Parts,,,False,False,Extended Protection Plus 60 Months or 10000 Hours Powertrain Parts,,EXT-PP-60-10000-POWERTRAIN-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Inactive,,EUROPE,False,,,2023-05-19T23:47:57.000+0000,72.0,EUR,2023-05-19T23:47:57.000+0000,60.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,373.0,110000000018220,False,0.0,PARTS ONLY;Protection Plus;DRIVELINE,NEW;PREMIUM_RENTAL;CONSIGNMENT,a0e8a00000GX74uAAD,False,,99999.0
OR,0.0,,False,,,0058a00000MZsjwAAD,99999.0,,1000.0,0058a00000Ma0lHAAR,,,,Extended Stock 6 Months or 1000 Hours Full machine Distance Labour Parts,,,False,False,Extended Stock 6 Months or 1000 Hours Full machine Distance Labour Parts,,EXT-ST-6-1000-FULL-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Inactive,,EUROPE,False,,,2023-05-19T23:47:57.000+0000,72.0,EUR,2023-05-19T23:47:57.000+0000,6.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,200.0,110000000018240,False,0.0,FULL;PARTS_LABOR_TRAVEL;DISTANCE_LABOUR_PARTS,NEW;PREMIUM_RENTAL;CONSIGNMENT,a0e8a00000GX74vAAD,False,,99999.0
OR,0.0,,False,,,0058a00000Ma0lHAAR,99999.0,,2000.0,0058a00000Ma0lHAAR,,,,Extended Stock 12 Months or 2000 Hours Full machine Distance Labour Parts,,,False,False,Extended Stock 12 Months or 2000 Hours Full machine Distance Labour Parts,,EXT-ST-12-2000-FULL-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Inactive,,EUROPE,False,,,2022-12-22T12:45:46.000+0000,72.0,EUR,2022-12-22T12:45:46.000+0000,12.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,201.0,110000000018260,False,0.0,DISTANCE_LABOUR_PARTS,NEW;PREMIUM_RENTAL;CONSIGNMENT,a0e8a00000GX74wAAD,False,,99999.0
OR,0.0,,False,,,0058a00000Ma0lHAAR,99999.0,,4000.0,0058a00000Ma0lHAAR,,,,Extended Stock 24 Months or 4000 Hours Full machine Distance Labour Parts,,,False,False,Extended Stock 24 Months or 4000 Hours Full machine Distance Labour Parts,,EXT-ST-24-4000-FULL-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Inactive,,EUROPE,False,,,2022-12-22T12:45:46.000+0000,72.0,EUR,2022-12-22T12:45:46.000+0000,24.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,202.0,110000000018280,False,0.0,DISTANCE_LABOUR_PARTS,NEW;PREMIUM_RENTAL;CONSIGNMENT,a0e8a00000GX74xAAD,False,,99999.0
OR,0.0,,False,,,0058a00000Ma0lHAAR,99999.0,,6000.0,0058a00000Ma0lHAAR,,,,Extended Stock 36 Months or 6000 Hours Full machine Distance Labour Parts,,,False,False,Extended Stock 36 Months or 6000 Hours Full machine Distance Labour Parts,,EXT-ST-36-6000-FULL-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Inactive,,EUROPE,False,,,2022-12-22T12:45:46.000+0000,72.0,EUR,2022-12-22T12:45:46.000+0000,36.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,203.0,110000000018300,False,0.0,DISTANCE_LABOUR_PARTS,NEW;PREMIUM_RENTAL;CONSIGNMENT,a0e8a00000GX74yAAD,False,,99999.0
OR,0.0,,False,,,0058a00000Ma0lHAAR,99999.0,,8000.0,0058a00000Ma0lHAAR,,,,Extended Stock 48 Months or 8000 Hours Full machine Distance Labour Parts,,,False,False,Extended Stock 48 Months or 8000 Hours Full machine Distance Labour Parts,,EXT-ST-48-8000-FULL-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Inactive,,EUROPE,False,,,2022-12-22T12:45:46.000+0000,72.0,EUR,2022-12-22T12:45:46.000+0000,48.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,204.0,110000000018320,False,0.0,DISTANCE_LABOUR_PARTS,NEW;PREMIUM_RENTAL;CONSIGNMENT,a0e8a00000GX74zAAD,False,,99999.0
OR,0.0,,False,,,0058a00000Ma0lHAAR,99999.0,,10000.0,0058a00000Ma0lHAAR,,,,Extended Stock 60 Months or 10000 Hours Full machine Distance Labour Parts,,,False,False,Extended Stock 60 Months or 10000 Hours Full machine Distance Labour Parts,,EXT-ST-60-10000-FULL-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Inactive,,EUROPE,False,,,2022-12-22T12:45:46.000+0000,72.0,EUR,2022-12-22T12:45:46.000+0000,60.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,205.0,110000000018340,False,0.0,DISTANCE_LABOUR_PARTS,NEW;PREMIUM_RENTAL;CONSIGNMENT,a0e8a00000GX750AAD,False,,99999.0
OR,0.0,,False,,,0058a00000Ma0lHAAR,0.0,,9999999.0,0058a00000Ma0lHAAR,,,,Goodwill Sales 00 Months or 0000 Hours Full Machine Distance Parts Labour,,,False,False,Goodwill Sales 00 Months or 0000 Hours Full Machine Distance Parts Labour,,GW-SL-00-0000-FULL-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",True,GOODWILL,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Active,,EUROPE,False,,,2022-12-22T12:45:46.000+0000,72.0,EUR,2022-12-22T12:45:46.000+0000,0.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000Ma0lHAAR,False,234.0,110000000018860,False,0.0,DISTANCE_LABOUR_PARTS,NEW;REFURBISHED;PREOWNED,a0e8a00000GX751AAD,False,,0.0
OR,0.0,,False,,,0058a00000Ma0lHAAR,0.0,,9999999.0,0058a00000Ma0lHAAR,,,,Goodwill Sales 00 Months or 0000 Hours Full Machine Parts,,,False,False,Goodwill Sales 00 Months or 0000 Hours Full Machine Parts,,GW-SL-00-0000-FULL-P,,EUROPE,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",True,GOODWILL,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Active,,EUROPE,False,,,2022-12-22T12:45:46.000+0000,72.0,EUR,2022-12-22T12:45:46.000+0000,0.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Dealer Rental,0058a00000Ma0lHAAR,False,235.0,110000000018880,False,0.0,PARTS ONLY,NEW,a0e8a00000GX752AAD,False,,0.0
OR,0.0,,False,,,0058a00000Ma0lHAAR,0.0,,9999999.0,0058a00000Ma0lHAAR,,,,Goodwill Sales 00 Months or 0000 Hours Powertrain Distance Parts Labour,,,False,False,Goodwill Sales 00 Months or 0000 Hours Powertrain Distance Parts Labour,,GW-SL-00-0000-POWERTRAIN-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",True,GOODWILL,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Active,,EUROPE,False,,,2022-12-22T12:45:46.000+0000,72.0,EUR,2022-12-22T12:45:46.000+0000,0.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Dealer Rental,0058a00000Ma0lHAAR,False,236.0,110000000018900,False,0.0,DISTANCE_LABOUR_PARTS,NEW,a0e8a00000GX753AAD,False,,0.0
OR,0.0,,False,,,0058a00000Ma0lHAAR,0.0,,9999999.0,0058a00000Ma0lHAAR,,,,Goodwill Sales 00 Months or 0000 Hours Powertrain Parts,,,False,False,Goodwill Sales 00 Months or 0000 Hours Powertrain Parts,,GW-SL-00-0000-POWERTRAIN-P,,EUROPE,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",True,GOODWILL,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Active,,EUROPE,False,,,2022-12-22T12:45:46.000+0000,72.0,EUR,2022-12-22T12:45:46.000+0000,0.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Dealer Rental,0058a00000Ma0lHAAR,False,237.0,110000000018920,False,0.0,PARTS ONLY,NEW,a0e8a00000GX754AAD,False,,0.0
OR,0.0,,False,,,0058a00000Ma0lHAAR,0.0,,9999999.0,0058a00000Ma0lHAAR,,,,Goodwill Sales 00 Months or 0000 Hours Engine Distance Parts Labour,,,False,False,Goodwill Sales 00 Months or 0000 Hours Engine Distance Parts Labour,,GW-SL-00-0000-ENGINE-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",True,GOODWILL,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Active,,EUROPE,False,,,2022-12-22T12:45:46.000+0000,72.0,EUR,2022-12-22T12:45:46.000+0000,0.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Dealer Rental,0058a00000Ma0lHAAR,False,238.0,110000000018940,False,0.0,DISTANCE_LABOUR_PARTS,NEW,a0e8a00000GX755AAD,False,,0.0
OR,0.0,,False,,,0058a00000Ma0lHAAR,0.0,,9999999.0,0058a00000Ma0lHAAR,,,,Goodwill Sales 00 Months or 0000 Hours Engine Parts,,,False,False,Goodwill Sales 00 Months or 0000 Hours Engine Parts,,GW-SL-00-0000-ENGINE-P,,EUROPE,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",True,GOODWILL,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Active,,EUROPE,False,,,2022-12-22T12:45:46.000+0000,72.0,EUR,2022-12-22T12:45:46.000+0000,0.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Dealer Rental,0058a00000Ma0lHAAR,False,239.0,110000000018960,False,0.0,PARTS ONLY,NEW,a0e8a00000GX756AAD,False,,0.0
OR,0.0,,False,,,0058a00000Ma0lHAAR,0.0,,9999999.0,0058a00000Ma0lHAAR,,,,Goodwill Sales 00 Months or 0000 Hours Tires & Tracks Distance Parts Labour,,,False,False,Goodwill Sales 00 Months or 0000 Hours Tires & Tracks Distance Parts Labour,,GW-SL-00-0000-TIRES & TRACKS-DLP,,EUROPE,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",True,GOODWILL,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Active,,EUROPE,False,,,2022-12-22T12:45:46.000+0000,72.0,EUR,2022-12-22T12:45:46.000+0000,0.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Dealer Rental,0058a00000Ma0lHAAR,False,240.0,110000000018980,False,0.0,DISTANCE_LABOUR_PARTS,NEW,a0e8a00000GX757AAD,False,,0.0
OR,0.0,,False,,,0058a00000Ma0lHAAR,0.0,,9999999.0,0058a00000Ma0lHAAR,,,,Goodwill Sales 00 Months or 0000 Hours Tires & Tracks Parts,,,False,False,Goodwill Sales 00 Months or 0000 Hours Tires & Tracks Parts,,GW-SL-00-0000-TIRES & TRACKS-P,,EUROPE,"Business / HOWA;Business / HOWA;Government, Local/City/Village;Government, State/Province;End Customer;Inter Company;Dealer;Direct Customer;National Account",True,GOODWILL,ANY,False,2009-01-01,,2022-11-30T10:16:33.000+0000,Active,,EUROPE,False,,,2022-12-22T12:45:46.000+0000,72.0,EUR,2022-12-22T12:45:46.000+0000,0.0,True,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Dealer Rental,0058a00000Ma0lHAAR,False,241.0,110000000019000,False,0.0,PARTS ONLY,NEW,a0e8a00000GX758AAD,False,,0.0
OR,0.0,,False,,,0058a00000MaBalAAF,99999.0,,1500.0,0058a00000Ma0lHAAR,,,,Standard 12 Month/1500 Hour Warranty,STANDARD_FULL,,False,False,Standard 12 Month/1500 Hour Warranty,,STD-S-12-1500-FULL-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Regional Account;Dealer Rental/ RPO",False,STANDARD,ANY,False,2000-01-01,,2022-11-30T10:16:33.000+0000,Active,,NORTHAMERICA,False,,,2024-03-29T18:11:13.000+0000,0.0,USD,2024-03-29T18:11:13.000+0000,12.0,True,,,,True,2060-01-01,,0.0,,999.0,,12.0,First Owner,0058a00000Ma0lHAAR,False,100.0,110000000019020,False,0.0,FULL;PARTS_LABOR,NEW;CONSIGNMENT,a0e8a00000GX759AAD,False,,99999.0
